0.637500        0.437500        0.175000        0.025000        1       0       0
0.875000        0.400000        0.587500        0.175000        0       1       0
0.787500        0.412500        0.750000        0.312500        0       0       1
0.612500        0.375000        0.175000        0.025000        1       0       0
0.800000        0.400000        0.562500        0.187500        0       1       0
0.725000        0.337500        0.637500        0.237500        0       0       1
0.587500        0.400000        0.162500        0.025000        1       0       0
0.862500        0.387500        0.612500        0.187500        0       1       0
0.887500        0.375000        0.737500        0.262500        0       0       1
0.575000        0.387500        0.187500        0.025000        1       0       0
0.687500        0.287500        0.500000        0.162500        0       1       0
0.787500        0.362500        0.700000        0.225000        0       0       1
0.625000        0.450000        0.175000        0.025000        1       0       0
0.812500        0.350000        0.575000        0.187500        0       1       0
0.812500        0.375000        0.725000        0.275000        0       0       1
0.675000        0.487500        0.212500        0.050000        1       0       0
0.712500        0.350000        0.562500        0.162500        0       1       0
0.950000        0.375000        0.825000        0.262500        0       0       1
0.575000        0.425000        0.175000        0.037500        1       0       0
0.787500        0.412500        0.587500        0.200000        0       1       0
0.612500        0.312500        0.562500        0.212500        0       0       1
0.550000        0.362500        0.175000        0.025000        1       0       0
0.825000        0.362500        0.575000        0.162500        0       1       0
0.837500        0.312500        0.725000        0.225000        0       0       1
0.612500        0.387500        0.187500        0.012500        1       0       0
0.650000        0.337500        0.487500        0.175000        0       1       0
0.900000        0.450000        0.762500        0.312500        0       0       1
0.675000        0.462500        0.187500        0.025000        1       0       0
0.625000        0.250000        0.437500        0.125000        0       1       0
0.812500        0.400000        0.637500        0.250000        0       0       1
0.600000        0.425000        0.200000        0.025000        1       0       0
0.737500        0.375000        0.525000        0.187500        0       1       0
0.800000        0.337500        0.662500        0.237500        0       0       1
0.600000        0.375000        0.175000        0.012500        1       0       0
0.750000        0.275000        0.500000        0.125000        0       1       0
0.850000        0.375000        0.687500        0.262500        0       0       1
0.537500        0.375000        0.137500        0.012500        1       0       0
0.762500        0.362500        0.587500        0.175000        0       1       0
0.712500        0.312500        0.625000        0.250000        0       0       1
0.725000        0.500000        0.150000        0.025000        1       0       0
0.700000        0.362500        0.450000        0.162500        0       1       0
0.725000        0.350000        0.637500        0.300000        0       0       1
0.712500        0.550000        0.187500        0.050000        1       0       0
0.837500        0.387500        0.550000        0.175000        0       1       0
0.800000        0.400000        0.662500        0.287500        0       0       1
0.675000        0.487500        0.162500        0.050000        1       0       0
0.700000        0.375000        0.562500        0.187500        0       1       0
0.812500        0.375000        0.687500        0.225000        0       0       1
0.637500        0.437500        0.175000        0.037500        1       0       0
0.725000        0.337500        0.512500        0.125000        0       1       0
0.962500        0.475000        0.837500        0.275000        0       0       1
0.712500        0.475000        0.212500        0.037500        1       0       0
0.775000        0.275000        0.562500        0.187500        0       1       0
0.962500        0.325000        0.862500        0.287500        0       0       1
0.637500        0.475000        0.187500        0.037500        1       0       0
0.700000        0.312500        0.487500        0.137500        0       1       0
0.750000        0.275000        0.625000        0.187500        0       0       1
0.675000        0.425000        0.212500        0.025000        1       0       0
0.737500        0.400000        0.600000        0.225000        0       1       0
0.862500        0.400000        0.712500        0.287500        0       0       1
0.637500        0.462500        0.187500        0.050000        1       0       0
0.762500        0.350000        0.500000        0.162500        0       1       0
0.700000        0.350000        0.612500        0.250000        0       0       1
0.575000        0.450000        0.125000        0.025000        1       0       0
0.787500        0.312500        0.612500        0.187500        0       1       0
0.962500        0.350000        0.837500        0.250000        0       0       1
0.637500        0.412500        0.212500        0.062500        1       0       0
0.762500        0.350000        0.587500        0.150000        0       1       0
0.787500        0.337500        0.612500        0.225000        0       0       1
0.600000        0.425000        0.237500        0.025000        1       0       0
0.800000        0.362500        0.537500        0.162500        0       1       0
0.837500        0.412500        0.712500        0.262500        0       0       1
0.625000        0.375000        0.200000        0.025000        1       0       0
0.825000        0.375000        0.550000        0.175000        0       1       0
0.900000        0.400000        0.750000        0.225000        0       0       1
0.625000        0.425000        0.200000        0.050000        1       0       0
0.850000        0.350000        0.600000        0.175000        0       1       0
0.775000        0.350000        0.600000        0.225000        0       0       1
0.650000        0.425000        0.175000        0.025000        1       0       0
0.750000        0.362500        0.562500        0.187500        0       1       0
0.800000        0.350000        0.700000        0.262500        0       0       1
0.587500        0.400000        0.200000        0.025000        1       0       0
0.712500        0.325000        0.437500        0.125000        0       1       0
0.900000        0.375000        0.725000        0.200000        0       0       1
0.600000        0.387500        0.200000        0.025000        1       0       0
0.687500        0.300000        0.475000        0.137500        0       1       0
0.925000        0.350000        0.762500        0.237500        0       0       1
0.675000        0.425000        0.187500        0.050000        1       0       0
0.687500        0.300000        0.462500        0.125000        0       1       0
0.987500        0.475000        0.800000        0.250000        0       0       1
0.650000        0.512500        0.187500        0.012500        1       0       0
0.725000        0.337500        0.487500        0.150000        0       1       0
0.800000        0.350000        0.700000        0.275000        0       0       1
0.687500        0.525000        0.175000        0.025000        1       0       0
0.750000        0.337500        0.637500        0.200000        0       1       0
0.787500        0.350000        0.637500        0.187500        0       0       1
0.612500        0.450000        0.175000        0.012500        1       0       0
0.787500        0.287500        0.550000        0.162500        0       1       0
0.800000        0.387500        0.687500        0.225000        0       0       1
0.550000        0.375000        0.162500        0.025000        1       0       0
0.700000        0.375000        0.512500        0.162500        0       1       0
0.750000        0.375000        0.600000        0.225000        0       0       1
0.637500        0.425000        0.187500        0.025000        1       0       0
0.687500        0.312500        0.500000        0.162500        0       1       0
0.862500        0.387500        0.675000        0.262500        0       0       1
0.625000        0.437500        0.162500        0.037500        1       0       0
0.687500        0.325000        0.550000        0.150000        0       1       0
0.837500        0.387500        0.700000        0.300000        0       0       1
0.562500        0.287500        0.162500        0.037500        1       0       0
0.762500        0.375000        0.575000        0.175000        0       1       0
0.862500        0.387500        0.637500        0.287500        0       0       1
0.550000        0.400000        0.162500        0.025000        1       0       0
0.725000        0.325000        0.500000        0.150000        0       1       0
0.725000        0.337500        0.637500        0.237500        0       0       1
0.625000        0.437500        0.200000        0.075000        1       0       0
0.625000        0.287500        0.412500        0.125000        0       1       0
0.850000        0.400000        0.737500        0.287500        0       0       1
0.637500        0.475000        0.237500        0.050000        1       0       0
0.700000        0.337500        0.525000        0.162500        0       1       0
0.837500        0.412500        0.712500        0.312500        0       0       1
0.637500        0.475000        0.200000        0.025000        1       0       0
0.712500        0.362500        0.525000        0.162500        0       1       0
0.787500        0.312500        0.625000        0.237500        0       0       1
0.575000        0.400000        0.175000        0.025000        1       0       0
0.775000        0.362500        0.537500        0.162500        0       1       0
0.812500        0.375000        0.650000        0.250000        0       0       1
0.662500        0.462500        0.187500        0.025000        1       0       0
0.637500        0.312500        0.375000        0.137500        0       1       0
